theater_id,theater_sort,theater_name,location_group,msa_id,dma_id,seats,posted_capacity,highcap,lowcap
389,389,Radio City Music Hall,Special Attraction,,,0,Capacity: 0,,0
390,390,Rattlestick Playwrights,Off-Broadway,,,99,Capacity: 99,,99
391,391,Reif Center,Touring House,,,0,Capacity: 0,,0
392,392,Repertory Theatre of St. Louis - Studio,Regional,,,150,Capacity: 150,,150
393,393,Richard Rodgers,Broadway,,,1368,Capacity: 1368,,1368
394,394,Riverpark Center,Touring House,,,0,Capacity: 0,,0
395,395,Robinson Center Music Hall,Touring House,,,2600,Capacity: 2600,,2600
396,396,Rose,Special Attraction,,,0,Capacity: 0,,0
397,397,Round House,Regional,,,0,Capacity: 0,,0
398,398,Roundabout Theater - Laura Pels @ Steinberg Center,Off-Broadway,,,425,Capacity: 425,,425
399,399,Roundabout Theatre - Black Box @ Steinberg Center,Off-Broadway,,,62,Capacity: 62,,62
400,400,Royal Alexandria Theatre,Regional,,,1400,Capacity: 1400,,1400
401,401,Rushmore Plaza Civic Center,Touring House,,,0,Capacity: 0,,0
402,402,Ruth Eckerd Hall,Touring House,,,2180,Capacity: 2180,,2180
403,403,Saenger Theatre,Touring House,,,0,Capacity: 0,,0
404,404,Saenger Theatre,Touring House,,,2600,Capacity: 2600,,2600
405,405,Safra Hall,Off-Broadway,,,375,Capacity: 375,,375
406,406,Samuel J Friedman,Broadway,,,650,Capacity: 650,,650
407,407,San Diego Rep - Lyceum,Regional,,,0,Capacity: 0,,0
408,408,San Jose Center for the Performing Arts,Touring House,,,2677,Capacity: 2677,,2677
409,409,Sandusky State Theatre,Touring House,,,0,Capacity: 0,,0
410,410,Sangamon Auditorium,Touring House,,,0,Capacity: 0,,0
411,411,Santander Performing Arts Center,Touring House,,,0,Capacity: 0,,0
412,412,Saroyan Theater,Touring House,,,2359,Capacity: 2359,,2359
413,413,Schuster PAC,Regional,,,2300,Capacity: 2300,,2300
414,414,Scranton Cultural Center,Touring House,,,0,Capacity: 0,,0
415,415,Seattle Rep - Leo K Theatre,Regional,,,0,Capacity: 0,,0
416,416,Second Stage - McGinn/Cazale,Off-Broadway,,,108,Capacity: 108,,108
417,417,Second Stage - Tony Kiser Theatre,Off-Broadway,,,296,Capacity: 296,,296
418,418,Segerstrom Center,Touring House,,,2995,Capacity: 2995,,2995
419,419,Seven Angels Theater,Regional,,,0,Capacity: 0,,0
420,420,Shea's PAC,Touring House,,,3700,Capacity: 3700,,3700
421,421,Sheen Center,Off-Broadway,,,247,Capacity: 247,,247
422,422,Shubert,Broadway,,,1449,Capacity: 1449,,1449
423,423,Shubert Theater,Touring House,,,1600,Capacity: 1600,,1600
424,424,Shubert Theatre,Touring House,,,1500,Capacity: 1500,,1500
425,425,Signature - The Ark,Regional,,,120,Capacity: 120,,120
426,426,Signature - The Max,Regional,,,300,Capacity: 300,,300
427,427,Simmons Pioneer,Regional,,,0,Capacity: 0,,0
428,428,Smith Concert Hall,Touring House,,,1955,Capacity: 1955,,1955
429,429,Snapple Theater Center - Anne L. Bernstein Theater,Off-Broadway,,,0,Capacity: 0,,0
430,430,Snapple Theater Center - Jerry Orbach Theater,Off-Broadway,,,199,Capacity: 199,,199
431,431,Soho Rep - Walkerspace Theatre,Off-Broadway,,,73,Capacity: 73,,73
432,432,Solaire,Touring House,,,0,Capacity: 0,,0
433,433,Southern Alberta Jubilee Auditorium,Touring House,,,2405,Capacity: 2405,,2405
434,434,Springfield Symphony Hall,Touring House,,,0,Capacity: 0,,0
435,435,St Anne's Warehouse,Special Attraction,,,1200,Capacity: 1200,,1200
436,436,St Germain Stage,Regional,,,110,Capacity: 110,,110
437,437,St James,Broadway,,,1623,Capacity: 1623,,1623
438,438,St Lawrence Center - Bluma Appel,Special Attraction,,,868,Capacity: 868,,868
439,439,St Luke's,Off-Broadway,,,174,Capacity: 174,,174
440,440,Stage 42,Off-Broadway,,,499,Capacity: 499,,499
441,441,Stanley Theatre,Arts Venue,,,,Capacity:,,
442,442,State Theatre,Touring House,,,0,Capacity: 0,,0
443,443,State Theatre,Touring House,,,0,Capacity: 0,,0
444,444,State Theatre (MN),Arts Venue,,,0,Capacity: 0,,0
445,445,Stephen Sondheim,Broadway,,,1055,Capacity: 1055,,1055
446,446,Stephens Auditorium,Touring House,,,0,Capacity: 0,,0
447,447,Steppenwolf - Downstairs Theatre,Regional,,,515,Capacity: 515,,515
448,448,Steppenwolf - Garage,Regional,,,0,Capacity: 0,,0
449,449,Steppenwolf - Upstairs Theatre,Regional,,,299,Capacity: 299,,299
450,450,Stranahan Theater,Regional,,,2424,Capacity: 2424,,2424
451,451,Strand Theatre,Touring House,,,0,Capacity: 0,,0
452,452,Straz Center,Regional,,,2610,Capacity: 2610,,2610
453,453,Studio 54,Broadway,,,1004,Capacity: 1004,,1004
454,454,Suzanne Roberts,Regional,,,365,Capacity: 365,,365
455,455,TCU Place,Touring House,,,0,Capacity: 0,,0
456,456,Temple of Music and Art,Regional,,,0,Capacity: 0,,0
457,457,Tennessee,Touring House,,,1631,Capacity: 1631,,1631
458,458,Tennessee PAC,Regional,,,1075,Capacity: 1075,,1075
459,459,The Barrow Group,Off-Broadway,,,99,Capacity: 99,,99
460,460,The Bushnell - Mortensen Hall,Regional,,,2799,Capacity: 2799,,2799
461,461,The Carson Center,Touring House,,,1806,Capacity: 1806,,1806
462,462,the cell,Off-Broadway,,,60,Capacity: 60,,60
463,463,The Flea,Off-Broadway,,,74,Capacity: 74,,74
464,464,The Grand Opera House,Touring House,,,1030,Capacity: 1030,,1030
465,465,The Gym at Judson,Off-Broadway,,,200,Capacity: 200,,200
466,466,The Kentucky Center,Touring House,,,2406,Capacity: 2406,,2406
467,467,The Lakeland Center,Touring House,,,0,Capacity: 0,,0
468,468,The Lincoln Center,Touring House,,,0,Capacity: 0,,0
469,469,The Long Center,Touring House,,,0,Capacity: 0,,0
470,470,The Lynn Auditorium,Touring House,,,0,Capacity: 0,,0
471,471,The New Victory Theater,Off-Broadway,,,499,Capacity: 499,,499
472,472,The Old Globe,Regional,,,600,Capacity: 600,,600
473,473,The Old Globe - White,Regional,,,250,Capacity: 250,,250
474,474,The Performing Arts Center,Touring House,,,0,Capacity: 0,,0
475,475,The Playhouse,Touring House,,,0,Capacity: 0,,0
476,476,The Plaza Theatre,Touring House,,,2410,Capacity: 2410,,2410
477,477,The Ridgefield Playhouse,Touring House,,,0,Capacity: 0,,0
478,478,The Sheid,Touring House,,,0,Capacity: 0,,0
479,479,The Smith Center,Touring House,,,2050,Capacity: 2050,,2050
480,480,The Triad - Stage 72,Off-Broadway,,,130,Capacity: 130,,130
481,481,The Wang - Citi PAC,Touring House,,,3561,Capacity: 3561,,3561
482,482,The Whiting,Touring House,,,2043,Capacity: 2043,,2043
483,483,The Workshop Theater - Mainstage Theater,Off-Broadway,,,65,Capacity: 65,,65
484,484,The Zeiterion,Touring House,,,0,Capacity: 0,,0
485,485,Theater at Madison Square Garden,Touring House,,,5500,Capacity: 5500,,5500
486,486,Theatre 79,Off-Broadway,,,0,Capacity: 0,,0
487,487,Theatre du Chatelet (Paris),Special Attraction,,,2500,Capacity: 2500,,2500
488,488,Theatre Orb,Touring House,,,0,Capacity: 0,,0
489,489,Theatre Row - Acorn,Off-Broadway,,,199,Capacity: 199,,199
490,490,Theatre Row - Beckett,Off-Broadway,,,99,Capacity: 99,,99
491,491,Theatre Row - Clurman,Off-Broadway,,,99,Capacity: 99,,99
492,492,Theatre Row - Kirk,Off-Broadway,,,99,Capacity: 99,,99
493,493,Theatre Row - Lion,Off-Broadway,,,88,Capacity: 88,,88
494,494,Theatre@St Clement's,Off-Broadway,,,160,Capacity: 160,,160
495,495,Thousand Oaks Civic Arts Plaza,Arts Venue,,,0,Capacity: 0,,0
496,496,Thrasher-Horne Center,Touring House,,,0,Capacity: 0,,0
497,497,Thunder Bay Community Auditorium,Touring House,,,0,Capacity: 0,,0
498,498,Tilles Center - Concert Hall,Touring House,,,0,Capacity: 0,,0
499,499,Times Union Center,Touring House,,,2900,Capacity: 2900,,2900
500,500,Tobin Center - H-E-B,Touring House,,,0,Capacity: 0,,0
501,501,Tulsa PAC - Chapman Hall,Touring House,,,2427,Capacity: 2427,,2427
502,502,Tulsa PAC - Williams,Touring House,,,421,Capacity: 421,,421
503,503,Turning Stone Resort,Touring House,,,5218,Capacity: 5218,,5218
504,504,Two River - Huber,Regional,,,110,Capacity: 110,,110
505,505,Two River - Rechnitz,Regional,,,349,Capacity: 349,,349
506,506,Umeda Arts Theater,Special Attraction,,,0,Capacity: 0,,0
507,507,Union Square,Off-Broadway,,,499,Capacity: 499,,499
508,508,University Theatre,Regional,,,0,Capacity: 0,,0
509,509,Urban Stages,Off-Broadway,,,74,Capacity: 74,,74
510,510,Van Wezel Hall,Touring House,,,1850,Capacity: 1850,,1850
511,511,Victoria Theatre,Special Attraction,,,0,Capacity: 0,,0
512,512,Victory Gardens Theater,Regional,,,299,Capacity: 299,,299
513,513,Vilar Performing Arts Center,Touring House,,,0,Capacity: 0,,0
514,514,Vineyard - Dimson,Off-Broadway,,,120,Capacity: 120,,120
515,515,Vivian Beaumont,Broadway,,,1080,Capacity: 1080,,1080
516,516,Von Braun Center,Touring House,,,0,Capacity: 0,,0
517,517,Wagner Noel Performing Arts Center,Touring House,,,0,Capacity: 0,,0
518,518,Wallis Center,Touring House,,,0,Capacity: 0,,0
519,519,Walter Kerr,Broadway,,,947,Capacity: 947,,947
520,520,Walton Arts Center,Touring House,,,1201,Capacity: 1201,,1201
521,521,Washington Pavilion,Touring House,,,1800,Capacity: 1800,,1800
522,522,Weidner Center,Touring House,,,0,Capacity: 0,,0
523,523,West Virginia University Creative Arts Center (WVU),Arts Venue,,,,Capacity:,,
524,524,Westport Country Playhouse,Regional,,,578,Capacity: 578,,578
525,525,Westside Theatre Downstairs,Off-Broadway,,,249,Capacity: 249,,249
526,526,Westside Theatre Upstairs,Off-Broadway,,,299,Capacity: 299,,299
527,527,Wharton Center,Touring House,,,2420,Capacity: 2420,,2420
528,528,Wild Project,Off-Broadway,,,99,Capacity: 99,,99
529,529,Williamstown TF - Mainstage,Special Attraction,,,511,Capacity: 511,,511
530,530,Williamstown TF - Nikos,Special Attraction,,,173,Capacity: 173,,173
531,531,Wilson Center,Touring House,,,0,Capacity: 0,,0
532,532,Winspear Opera House,Touring House,,,2300,Capacity: 2300,,2300
533,533,Winter Garden,Broadway,,,1526,Capacity: 1526,,1526
534,534,Writers' Theatre: Nichols,Regional,,,250,Capacity: 250,,250
535,535,Wyly Theatre,Regional,,,600,Capacity: 600,,600
536,536,Yale Repertory Theatre,Regional,,,487,Capacity: 487,,487
537,537,York Theatre@St Peters,Off-Broadway,,,177,Capacity: 177,,177
538,538,Young Auditorium,Touring House,,,0,Capacity: 0,,0
539,539,Zoellner Arts Center,Touring House,,,0,Capacity: 0,,0
